WT04-B30-256	0.00029682242645134545	9	301
WT18-B18-148	0.00029488137825854974	11	165
WT13-B30-405	0.00029402653197450125	20	186
WT07-B14-25	0.0002923465700320541	62	62
WT18-B40-82	0.00029108981073715435	0	576
WT12-B40-235	0.0002906773116115435	12	355
WT13-B16-451	0.00029059499889759856	3	291
WT02-B03-141	0.00028634128225626015	53	54
WT08-B24-320	0.00028479084036821674	0	2
WT10-B14-65	0.00028385023115542405	2	87
WT27-B25-363	0.00028273446721942486	1	37
WT15-B34-52	0.0002825083313435216	14	264
WT27-B28-200	0.0002823039006034059	1	4
WT04-B38-159	0.0002813420012592825	36	254
WT18-B38-25	0.0002805161718954918	1	155
WT24-B26-381	0.0002790305575164885	10	4
WT15-B34-57	0.0002774801823577711	6	264
WT19-B34-131	0.0002768236686227989	2	134
WT12-B33-212	0.00027534067661044476	0	209
WT15-B34-56	0.0002740375182717731	4	264
WT01-B01-33	0.0002739741824799148	11	122
WT25-B29-410	0.00027351123128903615	2	113
WT27-B28-171	0.00027336690359552266	26	3
WT24-B02-93	0.0002721012523150554	77	76
WT23-B27-41	0.000271961205977775	1	193
WT15-B34-58	0.00027114455433835155	4	263
WT13-B34-124	0.0002685873493200773	4	93
WT16-B27-21	0.00026781061397633847	56	58
WT07-B11-415	0.00026613918454852515	55	55
WT02-B16-121	0.00026585310422103776	2	107
WT02-B16-122	0.00026585310422103776	3	107
WT24-B26-382	0.000265547746145199	5	3
WT10-B39-186	0.0002651903811765329	9	97
WT02-B29-123	0.0002616052487653553	10	184
WT02-B29-124	0.0002616052487653553	5	184
WT02-B29-125	0.0002616052487653553	3	184
WT12-B17-36	0.0002608987784971954	0	213
WT02-B28-19	0.00026000817046133005	10	183
WT02-B28-20	0.00026000817046133005	5	183
WT02-B28-21	0.00026000817046133005	3	183
WT13-B14-26	0.00025968939086275775	10	137
WT13-B25-53	0.00025860494266841577	19	69
WT27-B27-452	0.00025846335640068404	18	142
WT17-B22-102	0.00025791229987869073	1	19
WT27-B04-182	0.00025703346270243034	17	152
WT11-B06-41	0.00025595410686207124	1	95
WT07-B17-219	0.0002521548690090721	4	79
WT04-B38-150	0.00025186243295446226	6	229
WT18-B39-107	0.00024841759468148506	6	124
WT18-B24-215	0.000247165225888128	9	77
WT14-B20-107	0.0002468142067319326	4	94
WT13-B16-438	0.0002462699922051172	10	198
WT27-B04-181	0.0002438894873920471	3	208
WT13-B16-461	0.00024375662068755924	2	199
WT07-B40-402	0.0002433109380967545	1	52
WT12-B24-131	0.00024296112706979458	16	84
WT24-B12-246	0.00024279904730408703	51	54
WT24-B28-186	0.00024241749637831872	34	154
WT24-B13-88	0.00024163465787658005	51	52
WT27-B29-141	0.00024146522829378528	0	1
WT20-B02-231	0.00024050044429419648	11	107
WT18-B38-24	0.00023994571668492924	13	1
WT19-B34-114	0.0002361514303631212	14	78
WT07-B22-386	0.0002348434938311093	8	114
WT12-B12-11	0.00023394747442200654	80	73
WT12-B40-254	0.00023265053799348414	17	334
WT07-B14-21	0.00023218662578389853	49	49
WT07-B02-55	0.0002320701321378152	5	266
WT06-B14-159	0.0002320550046800434	1	27
WT02-B15-103	0.00023161007085344655	45	110
WT22-B07-427	0.0002315071131813673	140	108
WT14-B02-106	0.0002312291514887098	10	89
WT04-B35-13	0.0002311655231610475	1	130
WT27-B25-361	0.00023074549014635365	214	118
WT22-B07-425	0.00023055676155859815	2	144
WT08-B09-307	0.00023028463263233989	6	240
WT14-B12-412	0.0002279522706696378	1	10
WT24-B18-75	0.000227249358887097	7	91
WT05-B15-106	0.00022461798194906533	37	39
WT12-B17-270	0.00022431927550275202	8	183
WT08-B09-311	0.0002238914196815346	187	232
WT13-B31-359	0.00022077940781205148	53	53
WT11-B06-47	0.00022057979023754835	7	3
WT10-B14-91	0.00021899773121310544	1	88
WT01-B01-261	0.00021722300041509133	2	76
WT24-B28-188	0.00021648712903002946	5	166
WT01-B01-252	0.00021617447711912106	9	76
WT02-B28-217	0.00021566172691006187	9	162
WT02-B28-218	0.00021566172691006187	4	162
WT02-B28-219	0.00021566172691006187	6	162
WT02-B28-220	0.00021566172691006187	4	162
WT23-B30-103	0.00021531824019529962	7	58
WT02-B28-264	0.00021507847860381853	9	163
WT02-B28-265	0.00021507847860381853	4	163
WT02-B28-266	0.00021507847860381853	6	163
WT02-B28-267	0.00021507847860381853	4	163
WT23-B30-98	0.00021391917872132376	8	155
WT25-B13-353	0.00021251269013056602	1	40
WT12-B30-421	0.00021250107413967075	12	109
WT26-B22-334	0.0002119201787700219	7	11
WT15-B34-80	0.00021166455382992428	4	133
WT08-B01-1	0.00021049462725778	1	3
WT14-B25-212	0.00020974760193485294	44	45
WT15-B37-80	0.00020971585843561206	44	45
WT15-B34-82	0.0002091886335568849	4	132
WT24-B23-99	0.00020908288281416205	44	46
WT24-B28-187	0.00020889891409803322	4	166
WT24-B28-189	0.00020889891409803322	4	166
WT10-B35-224	0.00020841901061366405	23	102
WT15-B34-81	0.00020822188974392616	6	133
WT24-B04-120	0.0002063293105729993	7	86
WT18-B36-78	0.00020557956593395124	15	116
WT13-B06-280	0.0002052012561828958	2	273
WT24-B28-190	0.00020496129175903444	4	155
WT23-B30-105	0.00020470566850787562	64	379
WT04-B18-119	0.0002045650073894596	1	35
WT10-B14-735	0.00020418840118745463	0	2
WT08-B31-104	0.00020378895639535706	42	42
WT15-B34-53	0.00020362649445033657	14	134
WT12-B17-255	0.00020254578710275596	23	194
WT23-B18-107	0.00020250008977694	2	136
WT10-B36-88	0.00020227604020101966	3	102
WT27-B21-1	0.00020115296608251023	44	45
WT25-B13-334	0.00020056540508263282	64	64
WT02-B03-137	0.00020056123022960866	17	138
WT23-B20-268	0.0002004976325045908	22	18
WT27-B25-360	0.0001999514905543879	59	33
WT08-B09-310	0.00019956684370632012	0	233
WT17-B12-3	0.00019929199393041265	41	42
WT25-B01-250	0.00019857147551141673	41	42
WT07-B02-9	0.00019627459200814463	18	254
WT27-B07-331	0.0001954282326061618	19	75
WT24-B02-91	0.0001948757622356538	58	57
WT22-B07-426	0.00019285962063686498	36	38
WT14-B13-292	0.00019107445345552533	37	114
WT12-B24-142	0.00019103410315244023	40	41
WT04-B29-34	0.00018918485165694983	15	98
WT24-B09-109	0.0001888639313405084	8	96
WT16-B27-59	0.00018768300096658156	7	109
WT24-B02-98	0.00018692418955452877	56	55
WT03-B24-155	0.0001862867958604123	8	79
WT12-B40-13	0.00018557226853216783	11	209
WT07-B40-281	0.00018524750688257526	7	45
WT25-B13-354	0.00018494570105471528	1	35
WT07-B23-109	0.00018420732478481515	4	38
WT10-B33-180	0.0001820157760655946	7	75
WT03-B23-47	0.00018197989150044175	18	65
WT22-B11-415	0.00018183025801587677	11	67
WT27-B19-54	0.00018124855692815256	5	138
WT23-B33-14	0.00018056815765161145	7	90
WT24-B26-3	0.00018049762975297747	3	173
WT21-B37-71	0.00018022480504078953	23	560
WT23-B14-50	0.00017990774580829938	12	185
WT23-B14-51	0.00017990774580829938	7	185
WT23-B14-53	0.00017990774580829938	8	185
WT23-B14-55	0.00017990774580829938	43	185
WT23-B14-56	0.00017990774580829938	7	185
WT25-B17-39	0.0001791495472055592	40	126
WT18-B26-434	0.00017885661538209863	62	64
WT27-B34-206	0.00017790718547306005	0	192
WT02-B28-270	0.0001769517233134127	6	126
WT02-B28-271	0.0001769517233134127	5	126
WT02-B28-272	0.0001769517233134127	6	126
WT02-B28-273	0.0001769517233134127	4	126
WT23-B14-52	0.00017684935166470967	8	183
WT23-B14-54	0.00017684935166470967	11	183
WT07-B14-22	0.00017665436955483155	37	37
WT02-B28-216	0.00017664649682030004	6	125
WT02-B28-224	0.00017664649682030004	5	125
WT02-B28-225	0.00017664649682030004	6	125
WT02-B28-226	0.00017664649682030004	4	125
WT10-B17-351	0.00017595353712265434	34	35
WT07-B17-239	0.00017586126948462353	12	37
WT13-B27-94	0.00017584491171676234	61	69
WT27-B38-273	0.00017545736731467183	10	123
WT27-B38-275	0.00017545736731467183	5	123
WT17-B34-498	0.00017444420002273617	21	356
WT17-B34-499	0.00017444420002273617	55	356
WT17-B34-500	0.00017444420002273617	52	356
WT17-B34-501	0.00017444420002273617	14	356
WT17-B34-502	0.00017444420002273617	17	356
WT17-B34-503	0.00017444420002273617	35	356
WT17-B34-504	0.00017444420002273617	21	356
WT17-B34-505	0.00017444420002273617	38	356
WT17-B34-506	0.00017444420002273617	22	356
WT17-B34-507	0.00017444420002273617	16	356
WT17-B34-508	0.00017444420002273617	13	356
WT17-B34-509	0.00017444420002273617	13	356
WT22-B14-452	0.00017436542488612382	110	106
WT24-B08-146	0.0001742762547390471	13	159
WT23-B14-244	0.00017374374395920698	16	49
WT02-B21-184	0.00017255573998785825	10	67
WT23-B29-120	0.00017250441758591496	20	68
WT12-B40-12	0.00017226118562488574	11	208
WT12-B40-9	0.0001722611856248857	11	208
WT13-B15-101	0.00017204992326211177	9	106
WT07-B02-32	0.00017201540483885179	162	165
WT23-B28-562	0.00017175872839905873	20	68
WT27-B20-291	0.00017157669989609448	9	36
WT02-B23-167	0.00017140730292798114	32	34
WT12-B40-14	0.00017103435763279645	10	208
WT12-B40-3	0.0001695584274939761	9	208
WT01-B12-77	0.00016948823338312403	59	70
WT27-B20-174	0.00016948455230656836	9	107
WT07-B40-166	0.0001686477551451503	4	75
WT07-B40-167	0.0001686477551451503	4	75
WT07-B40-168	0.0001686477551451503	4	75
WT13-B39-334	0.00016836442672386905	146	145
WT13-B39-315	0.00016833985712156374	146	145
WT12-B40-11	0.00016774895379669438	8	208
WT13-B17-278	0.00016759061058847424	10	219
WT18-B38-182	0.00016707498453316755	8	81
WT11-B04-34	0.00016617956617635536	33	36
WT13-B21-124	0.00016594927418304251	8	65
WT07-B19-144	0.00016564169759656125	37	38
WT14-B34-172	0.00016557181106483342	19	43
WT12-B39-315	0.00016553848139202275	8	97
WT10-B40-320	0.00016519561275146077	2	29
WT12-B06-139	0.00016505459621687276	1	19
WT02-B23-166	0.0001635488502430931	13	85
WT27-B21-3	0.00016252660507705063	34	35
WT25-B04-649	0.0001624819943052518	25	218
WT25-B04-650	0.00016205505163766564	7	217
WT25-B05-12	0.00016135158318676706	6	217
WT25-B05-34	0.00016135158318676706	0	217
WT27-B18-381	0.00016062780124512298	11	90
WT08-B33-284	0.0001602326581189771	14	166
WT08-B24-243	0.00016004248583070753	9	72
WT23-B28-180	0.0001599656039694022	6	45
WT06-B38-10	0.00015985256291365093	11	50
WT13-B34-256	0.00015943346525894037	21	50
WT12-B40-10	0.00015887252602485454	14	168
WT18-B18-177	0.00015878333792829704	25	98
WT08-B07-159	0.00015868640916587683	11	92
WT24-B11-274	0.00015817585867681158	196	197
WT18-B39-137	0.00015752307643911693	43	60
WT24-B18-182	0.00015749126307973925	3	7
WT24-B08-147	0.0001562963449737065	11	146
WT23-B30-89	0.0001561087601496652	367	367
WT02-B16-103	0.00015585547202073485	1	19
WT24-B11-54	0.00015569467080290674	8	209
WT25-B13-371	0.00015520562191212158	1	18
WT23-B32-191	0.00015504682886837193	17	21
WT27-B04-169	0.00015499447096004685	54	141
WT24-B40-140	0.00015499289402025085	8	81
WT12-B40-241	0.00015489673645075622	0	342
WT14-B02-403	0.00015430381305997238	32	33
WT24-B17-197	0.00015422418504883574	0	133
WT05-B11-312	0.00015418819123516115	36	48
WT19-B37-2	0.00015367512301046825	100	110
WT19-B36-96	0.00015353733188352254	9	11
WT23-B31-215	0.0001533235178427463	3	209
WT14-B15-37	0.00015331875134253953	10	96
WT04-B27-721	0.00015331744189988234	27	176
WT02-B16-123	0.00015286564521893966	3	106
WT24-B11-231	0.0001528488222138996	7	198
WT09-B34-124	0.00015283036879764107	4	7
WT19-B37-1	0.00015266413783066415	56	110
WT12-B40-17	0.00015204768309214016	8	201
WT10-B36-90	0.00015194195618080047	2	98
WT20-B39-186	0.00015118437840650959	33	49
WT09-B28-83	0.00015100449814015255	24	146
WT22-B09-181	0.0001506912193500615	9	275
WT01-B06-32	0.00015050816003073383	9	52
WT10-B35-237	0.00015013342484440737	14	97
WT07-B40-97	0.00014964816459380476	46	52
WT23-B29-123	0.00014947110466362402	12	47
WT23-B28-576	0.00014894833855498603	12	47
WT11-B15-220	0.0001483563854145582	41	71
WT08-B23-282	0.00014811456300468088	30	30
WT10-B38-105	0.0001477398997957653	15	117
WT27-B38-271	0.00014765897466855767	5	82
WT27-B38-272	0.00014765897466855767	10	82
WT11-B02-151	0.00014754728866219125	28	126
WT27-B38-274	0.0001473503414089417	5	81
WT23-B36-273	0.0001462373505504112	2	26
WT10-B38-108	0.00014618795668835098	11	116
WT10-B38-109	0.00014618795668835098	5	116
WT10-B38-110	0.00014618795668835098	5	116
WT21-B35-163	0.0001461006026066229	141	8
WT09-B34-220	0.00014609200613201854	4	91
WT09-B34-229	0.00014609200613201854	3	91
WT04-B22-262	0.00014563205488601758	62	65
WT18-B31-223	0.00014550226068702187	29	32
WT10-B16-675	0.00014542769770631148	1	124
WT09-B33-104	0.00014538212044022393	57	61
WT16-B27-185	0.00014529700986413643	0	99
WT18-B14-70	0.00014499141376635537	37	43
WT06-B31-160	0.00014471264967916246	39	126
WT16-B26-139	0.00014405371469441573	29	30
WT12-B24-140	0.00014372572265781327	26	27
WT24-B01-154	0.00014351946143745332	15	132
WT24-B01-155	0.00014351946143745332	14	132
WT24-B01-156	0.00014351946143745332	8	132
WT24-B08-157	0.00014345602264925585	10	147
WT09-B33-103	0.00014328239511084872	58	60
WT02-B03-142	0.00014292766763813816	1	5
WT11-B16-268	0.00014291203406058202	18	104
WT11-B16-269	0.00014291203406058202	13	104
WT11-B16-270	0.00014291203406058202	11	104
WT19-B37-223	0.00014272191389240227	10	109
WT27-B19-473	0.00014229357956033032	9	63
WT14-B15-270	0.00014218404264324097	39	37
WT09-B34-230	0.00014109682500933687	22	90
WT04-B38-162	0.00014068020885444493	38	78
WT12-B31-228	0.00014062014837971725	7	114
WT12-B31-239	0.00014062014837971725	7	114
WT12-B31-240	0.00014062014837971725	7	114
WT12-B31-243	0.00014062014837971725	7	114
WT24-B08-158	0.00014046920701447525	10	138
WT12-B31-225	0.00014036398277916554	7	113
WT12-B31-241	0.00014015051144537245	7	112
WT27-B19-320	0.00014004907571741408	64	143
WT12-B31-242	0.00013987733755012826	7	111
WT13-B18-188	0.00013958120618208516	62	177
WT20-B40-44	0.00013950579918526525	1	17
WT10-B32-84	0.00013947270319651805	1	55
WT22-B38-424	0.00013866715347999554	1	76
WT10-B31-580	0.00013811061735474915	13	101
WT10-B31-581	0.00013811061735474915	5	101
WT10-B31-582	0.00013811061735474915	6	101
WT13-B37-273	0.00013803385454718068	12	65
WT27-B08-132	0.0001377435197627412	11	95
WT27-B27-28	0.00013714308418662222	1	45
WT07-B22-391	0.0001367718799541939	20	29
WT22-B09-35	0.0001363904270610803	4	25
WT22-B10-164	0.00013500149281683784	7	273
WT25-B13-303	0.00013483084532768243	1	28
WT16-B25-152	0.00013460064137384473	8	55
WT03-B21-27	0.00013434185153344468	12	31
WT03-B17-89	0.0001342819662950561	19	55
WT21-B36-136	0.00013414553330859673	12	176
WT08-B01-172	0.0001338471279625336	4	74
WT25-B13-355	0.00013371277920943417	1	29
WT25-B13-352	0.00013371277920943411	1	29
WT07-B02-14	0.00013349369119758324	88	96
WT04-B18-199	0.00013334405948496473	1	5
WT25-B11-82	0.00013310221209623	5	110
WT25-B11-83	0.00013310221209623	5	110
WT25-B11-84	0.00013310221209623	11	110
WT25-B11-85	0.00013310221209623	10	110
WT25-B11-86	0.00013310221209623	16	110
WT21-B36-137	0.00013286470530583815	13	175
WT21-B36-138	0.00013286470530583815	12	175
WT21-B36-139	0.00013286470530583815	15	175
WT21-B36-140	0.00013286470530583815	15	175
WT21-B36-141	0.00013286470530583815	11	175
WT21-B36-142	0.00013286470530583815	14	175
WT21-B36-143	0.00013286470530583815	8	175
WT08-B26-265	0.00013251855207672777	1	32
WT04-B14-128	0.00013241910739761122	11	35
WT18-B14-67	0.00013239937321366798	52	49
WT14-B03-224	0.00013221269640123408	29	30
WT08-B01-106	0.00013207353756247752	11	61
WT22-B13-79	0.00013170877310107618	34	272
WT27-B08-97	0.00013167493321328657	8	93
WT13-B14-28	0.00013101285446522745	20	38
WT24-B02-94	0.00013096325713445931	44	43
WT13-B39-29	0.0001308280979310693	5	45
WT07-B40-170	0.00013069081588323615	3	71
WT14-B02-245	0.00013055737767547185	23	38
WT09-B37-199	0.0001305471418519971	25	41
WT10-B38-127	0.0001304913090660899	9	114
WT25-B30-216	0.00013027296762039198	31	30
WT02-B08-193	0.00013016005505606706	23	50
WT25-B05-10	0.0001299053352912544	5	77
